IdAgente,IdeCnjUndCnm,CodigoMunicipio,DatInicioInterrupcao,QtdInterProgramada,QtdInterNaoProgramada,Faixa
4950,15092,3101706,2023-12-03,0,2,07:30:00.0000000
4950,15092,3101706,2023-12-03,0,2,08:00:00.0000000
4950,15092,3101706,2023-12-03,0,2,08:30:00.0000000
4950,15092,3101706,2023-12-03,0,2,09:00:00.0000000
4950,15092,3101706,2023-12-03,0,2,09:30:00.0000000
4950,15092,3101706,2023-12-03,0,2,10:00:00.0000000
4950,15092,3101706,2023-12-03,0,2,10:30:00.0000000
4950,15092,3101706,2023-12-03,0,2,11:00:00.0000000
4950,15092,3101706,2023-12-03,0,2,11:30:00.0000000
4950,15092,3101706,2023-12-03,0,2,12:00:00.0000000
4950,15092,3101706,2023-12-03,0,196,15:00:00.0000000
4950,15092,3101706,2023-12-03,0,196,15:30:00.0000000
4950,15092,3101706,2023-12-03,0,196,16:00:00.0000000
4950,15092,3101706,2023-12-04,0,1,08:00:00.0000000
4950,15092,3101706,2023-12-04,0,1,08:30:00.0000000
4950,15092,3101706,2023-12-04,0,1,09:00:00.0000000
4950,15092,3101706,2023-12-04,0,1,09:30:00.0000000
4950,15092,3101706,2023-12-04,0,2,10:00:00.0000000
4950,15092,3101706,2023-12-04,0,2,10:30:00.0000000
4950,15092,3101706,2023-12-04,0,2,11:00:00.0000000
4950,15092,3101706,2023-12-04,0,3,11:30:00.0000000
4950,15092,3101706,2023-12-04,0,3,12:00:00.0000000
4950,15092,3101706,2023-12-04,0,3,12:30:00.0000000
4950,15092,3101706,2023-12-04,1,2,13:00:00.0000000
4950,15092,3101706,2023-12-04,1,3,13:30:00.0000000
4950,15092,3101706,2023-12-04,1,3,14:00:00.0000000
4950,15092,3101706,2023-12-04,1,4,14:30:00.0000000
4950,15092,3101706,2023-12-04,1,4,15:00:00.0000000
4950,15092,3101706,2023-12-04,1,4,15:30:00.0000000
4950,15092,3101706,2023-12-04,0,4,16:00:00.0000000
4950,15092,3101706,2023-12-04,0,3,16:30:00.0000000
4950,15092,3101706,2023-12-04,0,3,17:00:00.0000000
4950,15092,3101706,2023-12-04,0,2,17:30:00.0000000
4950,15092,3101706,2023-12-04,0,2,18:00:00.0000000
4950,15092,3101706,2023-12-04,0,2,18:30:00.0000000
4950,15092,3101706,2023-12-04,0,1,19:00:00.0000000
4950,15092,3101706,2023-12-05,0,9,12:00:00.0000000
4950,15092,3101706,2023-12-05,0,9,12:30:00.0000000
4950,15092,3101706,2023-12-05,0,9,13:00:00.0000000
4950,15092,3101706,2023-12-05,0,9,13:30:00.0000000
4950,15092,3101706,2023-12-05,0,9,14:00:00.0000000
4950,15092,3101706,2023-12-05,0,9,14:30:00.0000000
4950,15092,3101706,2023-12-05,0,1,15:00:00.0000000
4950,15092,3101706,2023-12-05,0,1,15:30:00.0000000
4950,15092,3101706,2023-12-08,0,3,07:30:00.0000000
4950,15092,3101706,2023-12-08,0,3,08:00:00.0000000
4950,15092,3101706,2023-12-08,0,3,08:30:00.0000000
4950,15092,3101706,2023-12-08,0,1,10:00:00.0000000
4950,15092,3101706,2023-12-08,0,1,10:30:00.0000000
4950,15092,3101706,2023-12-08,0,1,11:00:00.0000000
4950,15092,3101706,2023-12-08,0,1,11:30:00.0000000
4950,15092,3101706,2023-12-08,31,1,12:00:00.0000000
4950,15092,3101706,2023-12-08,31,1,12:30:00.0000000
4950,15092,3101706,2023-12-08,31,1,13:00:00.0000000
4950,15092,3101706,2023-12-08,31,1,13:30:00.0000000
