IdAgente,Sigla,CodFormaContato,DescRca,Ano,Mes,QtdRecebidas,QtdRecebidasImprocedentes,QtdRecebidasProcedentes,QtdSemProcedencia,QtdAndamento,Dia,Intervalo
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,0
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,1
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,2
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,3
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,4
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,5
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,6
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,7
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,8
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,9
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,10
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,11
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,12
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,13
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,14
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,15
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,16
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,17
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,0,1,18
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,19
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,20
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,21
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,22
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,23
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,24
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,25
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,26
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,27
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,28
5160,CEB-Dis,1,Demais grandezas faturadas,2023,1,0,0,0,0,1,1,29
