IdAgente,Sigla,CodFormaContato,DescRca,Ano,Mes,QtdRecebidas,QtdRecebidasImprocedentes,QtdRecebidasProcedentes,QtdSemProcedencia,QtdAndamento,Dia,Intervalo
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,0
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,1
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,2
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,3
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,4
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,5
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,6
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,7
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,8
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,9
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,10
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,11
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,12
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,13
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,14
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,15
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,16
4950,CEMIG-D,1,Atendimento Presencial / Falta de agência / posto de atendimento,2023,1,0,0,0,0,0,1,17
